I	i	NOUN	O	O	O
L	l	DET	O	O	O
'	'	DET	O	O	O
ATTROUPEMENT	attroupement	NOUN	O	O	O
La	le	DET	O	O	O
géographie	géographie	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
pique	pique	VERB	O	O	O
de	de	ADP	O	O	O
former	former	VERB	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
esprit	esprit	NOUN	O	O	O
en	en	ADP	O	O	O
même	même	ADJ	O	O	O
temps	temps	NOUN	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
coeur	coeur	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
ne	ne	ADV	O	O	O
manque	manque	VERB	O	O	O
jamais	jamais	ADV	O	O	O
de	de	ADP	O	O	O
joindre	joindre	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
nomenclature	nomenclature	NOUN	O	O	O
des	de	ADP	O	O	O
villes	ville	NOUN	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
elle	lui	PRON	O	O	O
énumère	énumérer	VERB	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
ou	ou	CCONJ	O	O	O
plusieurs	plusieurs	DET	O	O	O
indications	indication	NOUN	O	O	O
propres	propre	ADJ	O	O	O
à	à	ADP	O	O	O
meubler	meubler	VERB	O	O	O
confortablement	confortablement	ADV	O	O	O
la	le	DET	O	O	O
mémoire	mémoire	NOUN	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
lecteurs	lecteur	NOUN	O	O	O
.	.	PUNCT	O	O	O

Elle	lui	PRON	O	O	O
vous	vous	PRON	O	O	O
dit	dire	VERB	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
exemple	exemple	NOUN	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
un	un	DET	O	O	O
agréable	agréable	ADJ	O	O	O
mélange	mélange	NOUN	O	O	O
de	de	ADP	O	O	O
réalisme	réalisme	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
sentimentalité	sentimentalité	NOUN	O	O	O
:	:	PUNCT	O	O	O
—	—	PUNCT	O	O	O
ROUEN	rouen	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
84,000	84,000	NUM	O	O	O
habitants	habitant	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Célèbre	célèbre	ADJ	O	O	O
par	par	ADP	O	O	O
ses	son	DET	O	O	O
sucres	sucre	NOUN	O	O	O
de	de	ADP	O	O	O
pomme	pomme	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
naissance	naissance	NOUN	O	O	O
du	de	ADP	O	O	O
grand	grand	ADJ	O	O	O
Corneille	corneille	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
MONTPELLIER	montpellier	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Faculté	faculté	NOUN	O	O	O
de	de	ADP	O	O	O
médecine	médecine	NOUN	O	O	O
et	et	CCONJ	O	O	O
eaux	eau	NOUN	O	O	O
-	-	NOUN	O	O	O
de	de	NOUN	O	O	O
-	-	NOUN	O	O	O
vie	vie	NOUN	O	O	O
également	également	ADV	O	O	O
renommées	renommer	VERB	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
ORLÉANS	orléans	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
A	avoir	AUX	O	O	O
donné	donner	VERB	O	O	O
son	son	DET	O	O	O
nom	nom	NOUN	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
immortelle	immortel	ADJ	O	O	O
Jeanne	jeanne	PROPN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
Arc	arc	PROPN	O	O	O
et	et	CCONJ	O	O	O
à	à	ADP	O	O	O
d	d	DET	O	O	O
'	'	PUNCT	O	O	O
excellentes	excellent	ADJ	O	O	O
confitures	confiture	NOUN	O	O	O
de	de	ADP	O	O	O
coing	coing	PROPN	O	O	O
.	.	PUNCT	O	O	O

Ainsi	ainsi	ADV	O	O	O
de	de	ADP	O	O	O
toutes	tout	ADJ	O	O	O
nos	notre	DET	O	O	O
cités	cité	NOUN	O	O	O
,	,	PUNCT	O	O	O
recommandées	recommander	VERB	O	O	O
tour	tour	ADV	O	O	O
à	à	ADP	O	O	O
tour	tour	NOUN	O	O	O
par	par	ADP	O	O	O
ce	ce	PRON	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
on	on	PRON	O	O	O
pourrait	pouvoir	VERB	O	O	O
appeler	appeler	VERB	O	O	O
la	le	DET	O	O	O
réclame	réclame	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
science	science	NOUN	O	O	O
.	.	PUNCT	O	O	O

A	à	ADP	O	O	O
chacune	chacun	PRON	O	O	O
sa	son	DET	O	O	O
mention	mention	NOUN	O	O	O
.	.	PUNCT	O	O	O

Or	or	CCONJ	O	O	O
,	,	PUNCT	O	O	O
si	si	SCONJ	O	O	O
jamais	jamais	ADV	O	O	O
un	un	DET	O	O	O
savant	savant	NOUN	O	O	O
consciencieux	consciencieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
ce	ce	PRON	O	O	O
dont	dont	PRON	O	O	O
le	le	PRON	O	O	O
préserve	préserver	VERB	O	O	O
le	le	DET	O	O	O
ciel	ciel	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
était	être	AUX	O	O	O
chargé	charger	VERB	O	O	O
de	de	ADP	O	O	O
faire	faire	AUX	O	O	O
courir	courir	VERB	O	O	O
des	un	DET	O	O	O
bruits	bruit	NOUN	O	O	O
imprimés	imprimer	VERB	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
compte	compte	NOUN	O	O	O
des	de	ADP	O	O	O
cinq	cinq	NUM	O	O	O
