Je	je	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
avais	avoir	AUX	O	O	O
jamais	jamais	ADV	O	O	O
vu	voir	VERB	O	O	O
son	son	DET	O	O	O
écriture	écriture	NOUN	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
cependant	cependant	ADV	O	O	O
quand	quand	SCONJ	O	O	O
sa	son	DET	O	O	O
lettre	lettre	NOUN	O	O	O
me	me	PRON	O	O	O
fut	être	AUX	O	O	O
remise	remettre	VERB	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
hésitai	hésiter	VERB	O	O	O
pas	pas	ADV	O	O	O
un	un	DET	O	O	O
instant	instant	NOUN	O	O	O
.	.	PUNCT	O	O	O

Cette	ce	DET	O	O	O
lettre	lettre	NOUN	O	O	O
venait	venir	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
elle	lui	PRON	O	O	O
,	,	PUNCT	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
elle	lui	PRON	O	O	O
que	que	PRON	O	O	O
je	je	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
avais	avoir	AUX	O	O	O
pas	pas	ADV	O	O	O
rencontrée	rencontrer	VERB	O	O	O
depuis	depuis	ADP	O	O	O
trois	trois	NUM	O	O	O
longues	long	ADJ	O	O	O
années	année	NOUN	O	O	O
,	,	PUNCT	O	O	O
depuis	depuis	ADP	O	O	O
qu	qu	SCONJ	O	O	O
'	'	SCONJ	O	O	O
ignorante	ignorer	VERB	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
amour	amour	NOUN	O	O	O
profond	profond	ADJ	O	O	O
que	que	PRON	O	O	O
je	je	PRON	O	O	O
lui	luire	PRON	O	O	O
avais	avoir	AUX	O	O	O
voué	vouer	VERB	O	O	O
,	,	PUNCT	O	O	O
elle	lui	PRON	O	O	O
était	être	AUX	O	O	O
devenue	devenir	VERB	O	O	O
la	le	DET	O	O	O
femme	femme	NOUN	O	O	O
de	de	ADP	O	O	O
Frédéric	frédéric	PROPN	O	O	O
Wertheim	wertheim	PROPN	O	O	O
,	,	PUNCT	O	O	O
du	de	ADP	O	O	O
savant	savant	NOUN	O	O	O
dont	dont	PRON	O	O	O
les	le	DET	O	O	O
Académies	académie	NOUN	O	O	O
célébraient	célébrer	VERB	O	O	O
les	le	DET	O	O	O
travaux	travail	NOUN	O	O	O
et	et	CCONJ	O	O	O
que	que	PRON	O	O	O
j	j	PRON	O	O	O
'	'	ADV	O	O	O
admirais	admirer	VERB	O	O	O
trop	trop	ADV	O	O	O
moi	moi	PRON	O	O	O
-	-	PRON	O	O	O
même	même	ADV	O	O	O
pour	pour	ADP	O	O	O
oser	oser	VERB	O	O	O
l	l	PRON	O	O	O
'	'	PRON	O	O	O
envier	envier	VERB	O	O	O
.	.	PUNCT	O	O	O

Je	je	PRON	O	O	O
regardais	regarder	VERB	O	O	O
cette	ce	DET	O	O	O
lettre	lettre	NOUN	O	O	O
sans	sans	ADP	O	O	O
l	l	PRON	O	O	O
'	'	PRON	O	O	O
ouvrir	ouvrir	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
sais	savoir	VERB	O	O	O
pourquoi	pourquoi	ADV	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
'	'	PUNCT	O	O	O
inexprimable	inexprimable	ADJ	O	O	O
angoisse	angoisse	NOUN	O	O	O
m	m	PRON	O	O	O
'	'	PRON	O	O	O
allanguissait	allanguisser	VERB	O	O	O
.	.	PUNCT	O	O	O

Étrange	étrange	ADJ	O	O	O
pensée	pensée	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
papier	papier	NOUN	O	O	O
me	me	PRON	O	O	O
semblait	sembler	VERB	O	O	O
pâle	pâle	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
lettres	lettre	NOUN	O	O	O
qui	qui	PRON	O	O	O
y	y	PRON	O	O	O
étaient	être	AUX	O	O	O
tracées	tracer	VERB	O	O	O
,	,	PUNCT	O	O	O
minces	mince	ADJ	O	O	O
et	et	CCONJ	O	O	O
noires	noir	ADJ	O	O	O
,	,	PUNCT	O	O	O
avaient	avoir	VERB	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
sais	savoir	VERB	O	O	O
quelle	quel	DET	O	O	O
maigreur	maigreur	NOUN	O	O	O
maladive	maladif	ADJ	O	O	O
et	et	CCONJ	O	O	O
douloureuse	douloureux	ADJ	O	O	O
.	.	PUNCT	O	O	O

J	j	PRON	O	O	O
'	'	PRON	O	O	O
avais	avoir	AUX	O	O	O
été	être	AUX	O	O	O
le	le	DET	O	O	O
camarade	camarade	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
enfance	enfance	NOUN	O	O	O
de	de	ADP	O	O	O
Paula	paula	PROPN	O	O	O
;	;	PUNCT	O	O	O
je	je	PRON	O	O	O
l	l	PRON	O	O	O
'	'	PRON	O	O	O
avais	avoir	AUX	O	O	O
connue	connaître	VERB	O	O	O
rieuse	rieur	ADJ	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
peu	peu	ADV	O	O	O
folle	fou	ADJ	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
ces	ce	DET	O	O	O
éclairs	éclair	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
enthousiasme	enthousiasme	NOUN	O	O	O
,	,	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
irradiation	irradiation	NOUN	O	O	O
des	de	ADP	O	O	O
coeurs	coeur	NOUN	O	O	O
naïfs	naïf	ADJ	O	O	O
.	.	PUNCT	O	O	O

Oh	oh	INTJ	O	O	O
!	!	PUNCT	O	O	O

alors	alors	ADV	O	O	O
elle	lui	PRON	O	O	O
ne	ne	ADV	O	O	O
devait	devoir	VERB	O	O	O
pas	pas	ADV	O	O	O
écrire	écrire	VERB	O	O	O
ainsi	ainsi	ADV	O	O	O
!	!	PUNCT	O	O	O

Comme	comme	ADP	O	O	O
ses	son	DET	O	O	O
cheveux	cheveu	NOUN	O	O	O
capricieusement	capricieusement	ADV	O	O	O
bouclés	bouclé	ADJ	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
traits	trait	NOUN	O	O	O
,	,	PUNCT	O	O	O
dessinés	dessiner	VERB	O	O	O
par	par	ADP	O	O	O
sa	son	DET	O	O	O
main	main	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
enfant	enfant	NOUN	O	O	O
,	,	PUNCT	O	O	O
devaient	devoir	VERB	O	O	O
avoir	avoir	VERB	O	O	O
des	un	DET	O	O	O
coquetteries	coquetterie	NOUN	O	O	O
joyeuses	joyeux	ADJ	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
enroulements	enroulement	NOUN	O	O	O
égayés	égayer	VERB	O	O	O
;	;	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
sur	sur	ADP	O	O	O
cette	ce	DET	O	O	O
enveloppe	enveloppe	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
jet	jet	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
plume	plume	NOUN	O	O	O
