—	—	PUNCT	O	O	O
Les	le	DET	O	O	O
premières	premier	ADJ	O	O	O
semaines	semaine	NOUN	O	O	O
de	de	ADP	O	O	O
janvier	janvier	NOUN	O	O	O
188	188	NUM	O	O	O
...	...	PUNCT	O	O	O
donnèrent	donner	VERB	O	O	O
un	un	DET	O	O	O
singulier	singulier	ADJ	O	O	O
exemple	exemple	NOUN	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
loi	loi	NOUN	O	O	O
de	de	ADP	O	O	O
mathématique	mathématique	NOUN	O	O	O
sociale	social	ADJ	O	O	O
—	—	PUNCT	O	O	O
que	que	SCONJ	O	O	O
les	le	DET	O	O	O
crimes	crime	NOUN	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
catastrophes	catastrophe	NOUN	O	O	O
vont	aller	VERB	O	O	O
par	par	ADP	O	O	O
séries	série	NOUN	O	O	O
.	.	PUNCT	O	O	O

Attaques	attaque	NOUN	O	O	O
à	à	ADP	O	O	O
main	main	NOUN	O	O	O
armée	armer	VERB	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
voie	voie	NOUN	O	O	O
publique	public	ADJ	O	O	O
,	,	PUNCT	O	O	O
découpage	découpage	NOUN	O	O	O
de	de	ADP	O	O	O
cadavre	cadavre	NOUN	O	O	O
et	et	CCONJ	O	O	O
expédition	expédition	NOUN	O	O	O
dudit	dudit	VERB	O	O	O
en	en	ADP	O	O	O
gare	gare	NOUN	O	O	O
,	,	PUNCT	O	O	O
restante	restant	ADJ	O	O	O
,	,	PUNCT	O	O	O
meurtre	meurtre	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
femme	femme	NOUN	O	O	O
adultère	adultère	ADJ	O	O	O
,	,	PUNCT	O	O	O
vengeance	vengeance	NOUN	O	O	O
par	par	ADP	O	O	O
incendie	incendie	NOUN	O	O	O
,	,	PUNCT	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
manifestations	manifestation	NOUN	O	O	O
diverses	divers	ADJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
férocité	férocité	NOUN	O	O	O
humaine	humain	ADJ	O	O	O
,	,	PUNCT	O	O	O
actes	acte	NOUN	O	O	O
du	de	ADP	O	O	O
vieux	vieux	ADJ	O	O	O
fauve	fauve	NOUN	O	O	O
qui	qui	PRON	O	O	O
sommeille	sommeiller	VERB	O	O	O
en	en	ADP	O	O	O
nous	nous	PRON	O	O	O
,	,	PUNCT	O	O	O
s'	se	PRON	O	O	O
étaient	être	AUX	O	O	O
succédé	succéder	VERB	O	O	O
de	de	ADP	O	O	O
jour	jour	NOUN	O	O	O
en	en	ADP	O	O	O
jour	jour	NOUN	O	O	O
,	,	PUNCT	O	O	O
mettant	mettre	VERB	O	O	O
la	le	DET	O	O	O
police	police	NOUN	O	O	O
—	—	PUNCT	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
reporters	reporter	NOUN	O	O	O
—	—	PUNCT	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
dents	dent	NOUN	O	O	O
et	et	CCONJ	O	O	O
décuplant	décupler	VERB	O	O	O
la	le	DET	O	O	O
vente	vente	NOUN	O	O	O
des	de	ADP	O	O	O
journaux	journal	NOUN	O	O	O
qui	qui	PRON	O	O	O
n'	ne	ADV	O	O	O
avaient	avoir	AUX	O	O	O
