I	i	NOUN	O	O	O
LE	le	DET	O	O	O
PREMIER	premier	ADJ	O	O	O
HOMME	homme	NOUN	O	O	O

C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
au	au	ADP	O	O	O
quartier	quartier	NOUN	O	O	O
juif	juif	ADJ	O	O	O
de	de	ADP	O	O	O
Leipsig	leipsig	PROPN	O	O	O
.	.	PUNCT	O	O	O

Quels	quel	DET	O	O	O
types	type	NOUN	O	O	O
extraordinaires	extraordinaire	ADJ	O	O	O
!	!	PUNCT	O	O	O

Cornélius	cornélius	PROPN	O	O	O
Schweiger	schweiger	PROPN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
Darmstadt	darmstadt	PROPN	O	O	O
,	,	PUNCT	O	O	O
a	avoir	AUX	O	O	O
décomposé	décomposer	VERB	O	O	O
un	un	DET	O	O	O
corps	corps	NOUN	O	O	O
réputé	réputé	ADJ	O	O	O
simple	simple	ADJ	O	O	O
jusqu'	jusque	ADP	O	O	O
à	à	ADP	O	O	O
présent	présent	NOUN	O	O	O
:	:	PUNCT	O	O	O
l'	le	DET	O	O	O
azote	azote	NOUN	O	O	O
.	.	PUNCT	O	O	O

Sa	son	DET	O	O	O
découverte	découverte	NOUN	O	O	O
n'	ne	ADV	O	O	O
est	être	AUX	O	O	O
pas	pas	ADV	O	O	O
connue	connaître	VERB	O	O	O
.	.	PUNCT	O	O	O

(	(	PUNCT	O	O	O
Ne	ne	ADV	O	O	O
sachant	savoir	VERB	O	O	O
pas	pas	ADV	O	O	O
le	le	DET	O	O	O
grec	grec	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
a	avoir	AUX	O	O	O
jamais	jamais	ADV	O	O	O
pu	pouvoir	VERB	O	O	O
trouver	trouver	VERB	O	O	O
les	le	DET	O	O	O
noms	nom	NOUN	O	O	O
techniques	technique	ADJ	O	O	O
des	de	ADP	O	O	O
éléments	élément	NOUN	O	O	O
.	.	PUNCT	O	O	O

)	)	PUNCT	O	O	O

L'	le	DET	O	O	O
autre	autre	PRON	O	O	O
,	,	PUNCT	O	O	O
Isaac	isaac	PROPN	O	O	O
Gombrich	gombrich	PROPN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
Israélite	israélite	NOUN	O	O	O
du	de	ADP	O	O	O
Ghetto	ghetto	PROPN	O	O	O
,	,	PUNCT	O	O	O
a	avoir	AUX	O	O	O
transformé	transformer	VERB	O	O	O
la	le	DET	O	O	O
houille	houille	NOUN	O	O	O
en	en	ADP	O	O	O
diamant	diamant	NOUN	O	O	O
.	.	PUNCT	O	O	O

A	à	ADP	O	O	O
ce	ce	DET	O	O	O
propos	propos	NOUN	O	O	O
,	,	PUNCT	O	O	O
Isaac	isaac	PROPN	O	O	O
avait	avoir	VERB	O	O	O
un	un	DET	O	O	O
tic	tic	NOUN	O	O	O
