I	i	NOUN	O	O	O
...	...	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
je	je	PRON	O	O	O
fus	être	AUX	O	O	O
transporté	transporter	VERB	O	O	O
en	en	ADP	O	O	O
esprit	esprit	NOUN	O	O	O
sur	sur	ADP	O	O	O
une	un	DET	O	O	O
terre	terre	NOUN	O	O	O
inconnue	inconnu	ADJ	O	O	O
:	:	PUNCT	O	O	O

Cette	ce	DET	O	O	O
terre	terre	NOUN	O	O	O
était	être	AUX	O	O	O
comme	comme	ADP	O	O	O
la	le	DET	O	O	O
nôtre	nôtre	PROPN	O	O	O
,	,	PUNCT	O	O	O
plantée	planter	VERB	O	O	O
d'	de	ADP	O	O	O
arbres	arbre	NOUN	O	O	O
,	,	PUNCT	O	O	O
féconde	fécond	ADJ	O	O	O
en	en	ADP	O	O	O
moissons	moisson	NOUN	O	O	O
,	,	PUNCT	O	O	O
sillonnée	sillonner	VERB	O	O	O
de	de	ADP	O	O	O
rivières	rivière	NOUN	O	O	O
;	;	PUNCT	O	O	O

le	le	DET	O	O	O
travail	travail	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
homme	homme	NOUN	O	O	O
même	même	ADV	O	O	O
s'	se	PRON	O	O	O
y	y	PRON	O	O	O
fait	faire	AUX	O	O	O
sentir	sentir	VERB	O	O	O
au	au	ADP	O	O	O
soin	soin	NOUN	O	O	O
des	de	ADP	O	O	O
cultures	culture	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
entretien	entretien	NOUN	O	O	O
des	de	ADP	O	O	O
chemins	chemin	NOUN	O	O	O
recouverts	recouvrir	VERB	O	O	O
d'	de	ADP	O	O	O
arène	arène	NOUN	O	O	O
marine	marine	ADJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
coupe	coupe	NOUN	O	O	O
harmonieuse	harmonieux	ADJ	O	O	O
des	de	ADP	O	O	O
arbres	arbre	NOUN	O	O	O
et	et	CCONJ	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
correction	correction	NOUN	O	O	O
des	de	ADP	O	O	O
routes	route	NOUN	O	O	O
pratiquées	pratiquer	VERB	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
massifs	massif	NOUN	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
alors	alors	ADV	O	O	O
se	se	PRON	O	O	O
présenta	présenter	VERB	O	O	O
soudain	soudain	ADV	O	O	O
devant	devant	ADP	O	O	O
moi	moi	PRON	O	O	O
une	un	DET	O	O	O
créature	créature	NOUN	O	O	O
céleste	céleste	ADJ	O	O	O
,	,	PUNCT	O	O	O
vêtue	vêtir	VERB	O	O	O
de	de	ADP	O	O	O
blanc	blanc	NOUN	O	O	O
,	,	PUNCT	O	O	O
dont	dont	PRON	O	O	O
les	le	DET	O	O	O
pieds	pied	NOUN	O	O	O
touchaient	toucher	VERB	O	O	O
à	à	ADP	O	O	O
peine	peine	NOUN	O	O	O
la	le	DET	O	O	O
terre	terre	NOUN	O	O	O
;	;	PUNCT	O	O	O

son	son	DET	O	O	O
visage	visage	NOUN	O	O	O
et	et	CCONJ	O	O	O
ses	son	DET	O	O	O
vêtements	vêtement	NOUN	O	O	O
étaient	être	AUX	O	O	O
lumineux	lumineux	ADJ	O	O	O
;	;	PUNCT	O	O	O

ses	son	DET	O	O	O
yeux	oeil	NOUN	O	O	O
rayonnaient	rayonner	VERB	O	O	O
comme	comme	ADP	O	O	O
des	un	DET	O	O	O
étoiles	étoile	NOUN	O	O	O
