–	–	PUNCT	O	O	O
Ingénieur	ingénieur	NOUN	O	O	O
?	?	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Monsieur	monsieur	NOUN	O	O	O
?	?	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Combien	combien	ADV	O	O	O
d'	de	ADP	O	O	O
atmosphères	atmosphère	NOUN	O	O	O
?	?	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Vingt	vingt	PRON	O	O	O
-	-	DET	O	O	O
mille	mille	NUM	O	O	O
cinquante	cinquante	NOUN	O	O	O
-	-	NOUN	O	O	O
trois	trois	NUM	O	O	O

...	...	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Ce	ce	PRON	O	O	O
n'	ne	ADV	O	O	O
est	être	AUX	O	O	O
pas	pas	ADV	O	O	O
suffisant	suffisant	ADJ	O	O	O
!	!	PUNCT	O	O	O

Forcez	forcer	VERB	O	O	O
!	!	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Bien	bien	ADV	O	O	O
!	!	PUNCT	O	O	O

Monsieur	monsieur	NOUN	O	O	O
!	!	PUNCT	O	O	O

Ces	ce	DET	O	O	O
paroles	parole	NOUN	O	O	O
étaient	être	AUX	O	O	O
échangées	échanger	VERB	O	O	O
le	le	DET	O	O	O
lundi	lundi	NOUN	O	O	O
4	4	NUM	O	O	O
mai	mai	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
an	an	NOUN	O	O	O
2364	2364	NUM	O	O	O
entre	entrer	ADP	O	O	O
le	le	DET	O	O	O
propriétaire	propriétaire	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
hydroaéronef	hydroaéronef	NOUN	O	O	O
France	france	PROPN	O	O	O
et	et	CCONJ	O	O	O
l'	le	DET	O	O	O
ingénieur	ingénieur	NOUN	O	O	O
principal	principal	ADJ	O	O	O
de	de	ADP	O	O	O
ce	ce	DET	O	O	O
splendide	splendide	ADJ	O	O	O
«	«	PUNCT	O	O	O
bâtiment	bâtiment	NOUN	O	O	O
»	»	PUNCT	O	O	O
—	—	PUNCT	O	O	O
justement	justement	ADV	O	O	O
surnommé	surnommer	VERB	O	O	O
«	«	PUNCT	O	O	O
le	le	DET	O	O	O
Roi	roi	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Air	air	NOUN	O	O	O
»	»	PUNCT	O	O	O
—	—	PUNCT	O	O	O
qui	qui	PRON	O	O	O
disputait	disputer	VERB	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
la	le	DET	O	O	O
seconde	second	ADJ	O	O	O
fois	fois	NOUN	O	O	O
la	le	DET	O	O	O
grande	grand	ADJ	O	O	O
Coupe	coupe	NOUN	O	O	O
Présidentielle	présidentiel	ADJ	O	O	O
«	«	PUNCT	O	O	O
Pôle	pôle	NOUN	O	O	O
Nord	nord	NOUN	O	O	O
-	-	NOUN	O	O	O
Pôle	pôle	NOUN	O	O	O
Sud	sud	PROPN	O	O	O
»	»	PUNCT	O	O	O
.	.	PUNCT	O	O	O

Lors	lors	ADV	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
formation	formation	NOUN	O	O	O
des	de	ADP	O	O	O
Etats	etats	PROPN	O	O	O
-	-	PROPN	O	O	O
Unis	unis	PROPN	O	O	O
d'	de	ADP	O	O	O
Europe	europe	PROPN	O	O	O
en	en	ADP	O	O	O
